,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2cf8,76.36,1.21,453.03,32,5,5,1,3,6,7,168,1,2,3,3,0,2,3
2cf9,85.59,0.56,448.61,33,5,6,2,3,6,9,174,1,2,3,3,0,2,3
2cgf,83.83,3.54,338.79,23,2,5,5,2,6,2,124,0,1,0,1,0,1,0
2cgr,101.95,0.54,384.44,29,3,6,3,3,6,6,144,0,3,0,0,0,3,0
2cht,109.72,-3.05,226.18,16,1,6,6,1,6,3,88,0,0,1,2,0,0,1
2cle,105.09,1.42,329.17,21,3,7,6,3,11,8,118,1,1,0,0,0,1,0
2clh,112.93,1.23,331.29,21,3,7,6,3,9,8,114,0,2,0,0,0,2,0
2cli,122.16,0.97,365.22,22,3,8,7,3,13,9,126,0,1,0,0,0,1,0
2clk,104.06,-1.34,170.06,10,3,6,6,3,7,7,60,0,0,0,0,0,0,0
2cn0,76.36,0.3,444.5,32,5,5,1,3,8,5,168,1,2,3,3,0,2,3
2csn,86.7,0.41,286.76,18,4,5,3,2,7,5,96,0,2,0,0,1,1,0
2ctc,60.36,-0.66,165.17,12,1,3,3,1,3,4,64,0,1,0,0,0,1,0
2d0k,218.94,-2.71,439.39,32,5,13,11,4,13,10,166,1,3,0,0,2,1,0
2d1n,172.08,-0.39,464.65,33,11,9,3,7,9,20,186,2,1,0,0,0,1,0
2d1o,172.08,-0.39,464.65,33,11,9,3,7,9,20,186,2,1,0,0,0,1,0
2d3u,110.09,2.76,397.46,27,1,6,6,1,8,6,136,0,3,0,0,1,2,0
2d3z,86.3,3.03,390.44,26,1,5,5,1,8,6,134,0,3,0,0,1,2,0
2doo,78.51,2.4,409.58,27,2,6,5,3,8,13,148,1,2,0,0,0,2,0
2drc,216.2,-2.4,452.43,33,5,13,12,3,13,12,172,1,3,0,0,2,1,0
2dri,90.15,-2.58,150.13,10,4,5,5,4,5,4,60,0,0,1,1,0,0,1
2dw7,120.72,-4.79,148.07,10,2,6,6,2,6,5,58,0,0,0,0,0,0,0
2e1w,81.14,2.69,323.4,24,3,5,4,2,5,8,124,1,3,0,0,1,2,0
2e27,106.51,-1.13,341.34,24,1,8,8,1,8,7,134,0,0,2,3,0,0,2
2e2p,232.6,-1.75,427.2,27,7,15,15,6,17,12,150,0,2,1,1,2,0,1
2e2r,40.46,3.42,228.29,17,2,2,2,2,2,6,88,0,2,0,0,0,2,0
2e5y,279.13,-1.63,507.18,31,8,18,18,7,21,15,174,0,2,1,1,2,0,1
2e7f,208.43,-2.93,457.45,33,6,13,11,5,13,11,176,1,2,0,1,1,1,0
2e91,153.11,-1.12,272.09,16,5,9,9,5,11,9,92,0,1,0,0,1,0,0
2e92,152.59,-0.12,322.15,20,5,9,9,5,11,9,110,0,2,0,0,2,0,0
2e94,139.17,2.31,436.32,29,5,8,7,5,10,11,152,0,3,0,0,1,2,0
2e9u,85.37,3.72,348.79,24,2,7,5,2,8,0,126,2,2,0,1,1,1,0
2eg7,121.39,-3.95,184.11,13,2,7,5,2,7,2,70,2,0,0,1,0,0,0
2eg8,105.85,-2.43,173.08,12,2,6,4,2,7,1,64,0,1,0,0,1,0,0
2epn,82.28,-1.04,219.26,14,3,5,6,3,6,5,80,0,0,1,2,0,0,1
2erz,86.85,-0.51,308.38,21,3,6,3,2,7,2,112,0,2,1,1,1,1,1
2euk,148.71,10.28,810.26,57,6,9,8,6,9,47,336,1,0,1,1,0,0,1
2eum,235.6,0.86,753.0,52,11,14,13,10,14,40,308,0,0,2,2,0,0,2
2evl,148.71,7.72,724.08,51,6,9,8,6,9,40,298,1,0,1,1,0,0,1
2ewa,58.64,4.68,377.44,27,1,4,3,1,6,5,134,0,4,0,0,2,2,0
2ewb,60.44,1.06,324.45,21,0,4,5,1,6,7,114,1,1,1,1,0,1,1
2ews,281.93,-2.06,506.2,31,9,18,17,8,21,15,174,0,2,1,1,2,0,1
2exm,66.49,1.73,203.25,15,2,5,4,2,5,5,78,0,2,0,0,2,0,0
2ez7,96.45,-2.69,155.16,11,4,5,3,2,5,4,60,0,1,0,0,1,0,0
2f1g,88.42,4.82,436.56,32,3,7,6,3,7,11,170,1,3,1,1,1,2,0
2f2h,192.21,-2.05,449.43,30,6,12,12,6,13,12,168,0,1,2,2,0,1,2
2f34,151.9,-3.85,352.35,24,3,9,9,1,10,8,128,0,2,0,0,2,0,0
2f35,151.9,-4.22,332.29,24,3,9,8,1,9,7,126,0,2,0,0,1,1,0
2f6t,125.04,1.31,385.44,26,3,9,6,3,10,5,144,2,1,0,1,0,1,0
2f7i,40.13,2.0,233.19,17,0,2,2,0,4,2,86,0,2,0,0,0,2,0
2f7o,88.33,-2.58,180.25,11,6,4,4,4,5,6,66,0,0,1,1,0,0,0
2f7p,77.3,-1.05,270.37,18,5,4,4,4,5,8,100,0,1,1,1,0,1,0
2f80,140.42,2.38,547.67,38,4,10,8,3,11,15,208,1,2,2,2,0,2,2
2f81,140.42,2.38,547.67,38,4,10,8,3,11,15,208,1,2,2,2,0,2,2
2f8g,140.42,2.38,547.67,38,4,10,8,3,11,15,208,1,2,2,2,0,2,2
2f94,139.73,-0.92,320.24,19,6,8,7,6,10,16,116,0,0,0,0,0,0,0
2f9k,153.11,-1.12,272.09,16,5,9,9,5,11,9,92,0,1,0,0,1,0,0
2fdp,106.15,4.7,561.72,41,5,7,3,3,8,18,218,3,3,0,0,0,3,0
2fgu,167.95,1.68,671.86,49,7,11,6,6,11,13,262,4,3,2,2,1,2,1
2fgv,167.95,1.68,671.86,49,7,11,6,6,11,13,262,4,3,2,2,1,2,1
2fle,189.12,4.41,801.05,58,6,14,8,6,14,27,316,6,3,1,1,2,1,0
2flr,104.03,3.77,358.4,27,5,6,3,4,6,5,134,2,4,0,0,2,2,0
2fmb,208.82,3.57,794.99,58,8,13,7,7,13,27,310,6,4,0,0,0,4,0
2fpz,54.7,1.15,133.15,10,3,3,2,2,3,1,50,0,2,0,0,1,1,0
2fqo,157.56,-4.3,268.29,17,7,8,7,5,9,12,100,1,0,0,0,0,0,0
2fqt,157.56,-4.3,268.29,17,7,8,7,5,9,12,100,1,0,0,0,0,0,0
2fqw,133.49,-2.27,268.23,19,4,9,8,4,9,5,102,0,2,1,1,2,0,1
2fqx,159.51,-2.69,283.24,20,6,10,9,5,10,6,108,0,2,1,1,2,0,1
2fqy,139.54,-1.98,267.24,19,5,9,9,4,9,6,102,0,2,1,1,2,0,1
2fu8,60.44,-0.71,216.28,14,0,4,4,1,5,5,80,1,0,1,1,0,0,1
2fvd,127.51,1.41,441.46,30,3,9,8,2,12,9,162,0,2,1,1,1,1,1
2fw6,140.62,-5.25,189.1,13,1,7,7,1,7,6,74,0,0,0,0,0,0,0
2fx6,54.7,1.15,133.15,10,3,3,2,2,3,1,50,0,2,0,0,1,1,0
2fxs,145.55,2.53,411.79,28,5,9,8,5,10,12,150,1,2,0,0,0,2,0
2fxu,143.42,5.93,704.99,50,4,10,8,4,10,27,286,2,0,3,3,0,0,3
2fxv,206.04,-2.57,363.22,24,7,13,12,6,14,9,132,0,2,1,1,2,0,1
2fzc,173.26,-2.43,304.13,18,6,10,8,6,12,11,106,2,0,0,0,0,0,0
2fzg,173.26,-0.08,352.18,22,6,10,8,6,12,10,122,2,1,0,0,0,1,0
2fzk,213.39,-1.72,395.18,25,6,12,10,6,14,11,138,2,1,0,0,0,1,0
2g5u,40.46,5.38,323.99,18,2,2,2,2,6,3,94,0,2,0,0,0,2,0
2g70,79.98,-0.42,209.23,15,3,5,3,2,5,3,80,0,1,0,1,0,1,0
2g71,62.78,0.87,341.35,22,3,4,2,2,9,5,124,0,1,0,1,0,1,0
2g72,53.99,0.38,331.46,21,2,4,3,1,7,3,116,0,1,1,2,0,1,1
2g8r,149.12,-4.8,355.35,25,4,10,8,4,10,6,138,0,1,2,2,1,0,2
2g94,197.82,1.43,658.86,45,5,14,10,5,15,29,258,4,1,0,0,1,0,0
2g9q,77.3,-3.35,134.16,9,5,4,3,4,4,4,54,0,0,1,1,0,0,1
2gh9,268.68,-7.57,504.44,34,11,16,16,11,16,18,200,0,0,3,3,0,0,3
2gj5,20.23,7.78,388.68,28,1,1,1,1,1,13,162,0,0,3,3,0,0,0
2gkl,93.15,-2.19,165.1,12,0,5,5,0,5,2,62,0,1,0,0,1,0,0
2gl0,139.54,-1.98,267.24,19,5,9,9,4,9,6,102,0,2,1,1,2,0,1
2glp,94.81,2.78,415.04,21,3,6,5,3,8,5,108,1,2,0,0,1,1,0
2gss,66.43,2.27,302.13,19,0,4,4,0,6,7,102,0,1,0,0,0,1,0
2gst,186.33,-2.33,500.55,35,6,10,8,4,11,13,186,2,2,0,1,0,2,0
2gsu,186.07,-1.86,347.22,23,6,12,12,5,13,9,126,0,2,1,1,2,0,1
2gv6,184.1,-1.82,551.72,39,10,10,3,6,11,10,206,1,3,1,1,0,3,1
2gv7,193.45,0.78,696.96,49,9,12,4,5,13,17,268,2,2,2,2,0,2,2
2gvj,62.3,3.93,391.51,29,1,5,3,1,5,8,152,2,2,1,1,1,1,1
2gvv,61.55,2.97,233.25,15,2,4,3,1,5,5,88,0,0,2,2,0,0,0
2gyi,110.02,-2.79,151.12,10,5,6,5,5,6,7,60,1,0,0,0,0,0,0
2gz2,232.6,-1.75,427.2,27,7,15,15,6,17,12,150,0,2,1,1,2,0,1
2gzl,262.3,-0.11,679.54,44,7,18,17,6,21,20,242,0,3,1,1,1,2,1
2h15,118.34,-0.82,338.38,22,3,9,7,2,10,8,128,0,0,3,3,0,0,3
2h3e,169.85,-3.73,253.13,16,5,9,7,4,10,8,92,2,0,0,0,0,0,0
2h4g,109.72,1.08,371.16,21,1,6,7,1,8,5,110,0,2,0,0,1,1,0
2h4k,89.49,0.67,355.16,20,0,5,6,0,7,5,104,0,2,0,0,1,1,0
2h4n,115.04,-0.86,222.25,13,3,7,6,2,9,4,72,1,1,0,0,1,0,0
2h5a,136.68,-2.47,230.11,14,5,8,8,5,9,7,84,0,0,1,1,0,0,1
2h6b,60.36,0.34,185.59,12,1,3,3,1,4,3,64,0,1,0,0,0,1,0
2h6t,226.09,0.13,684.9,48,7,14,9,7,14,35,278,5,0,0,0,0,0,0
2ha2,52.6,0.27,290.4,20,0,6,4,0,6,15,118,0,0,0,0,0,0,0
2ha3,20.23,-0.32,104.17,7,1,2,1,1,2,6,44,0,0,0,0,0,0,0
2ha5,17.07,0.97,162.28,10,0,2,2,0,3,7,60,0,0,0,0,0,0,0
2ha6,52.6,0.27,290.4,20,0,6,4,0,6,15,118,0,0,0,0,0,0,0
2hah,116.76,2.16,455.55,33,4,8,5,4,8,15,178,3,2,0,0,0,2,0
2haw,127.09,-1.24,176.99,9,5,7,6,5,9,6,56,0,0,0,0,0,0,0
2hb1,89.49,-1.0,279.07,14,0,5,6,0,7,4,76,0,1,0,0,1,0,0
2hb3,125.4,3.09,560.71,39,3,9,7,3,10,16,214,1,2,2,2,0,2,1
2hf8,282.03,-2.22,539.25,32,9,18,18,8,22,15,180,0,2,1,1,2,0,1
2hhn,126.07,2.53,572.61,39,3,10,7,3,14,12,214,3,2,1,1,0,2,1
2hjb,36.87,0.44,138.19,10,3,2,1,1,2,4,54,0,1,0,0,0,1,0
2hkf,403.38,-10.62,866.86,61,9,25,16,7,25,28,340,8,0,2,2,0,0,2
2hl4,162.34,-2.45,334.35,22,7,9,8,6,10,9,124,0,1,1,1,0,1,1
2hmu,279.13,-1.63,507.18,31,8,18,18,7,21,15,174,0,2,1,1,2,0,1
2hmv,232.6,-1.75,427.2,27,7,15,15,6,17,12,150,0,2,1,1,2,0,1
2hnc,110.57,-1.88,182.23,10,5,6,6,3,8,2,58,0,0,0,1,0,0,0
2hnx,40.13,4.22,255.42,18,0,2,2,0,2,15,108,0,0,0,0,0,0,0
2hoc,158.13,0.36,387.83,22,5,9,8,3,14,6,120,0,2,0,0,1,1,0
2hs1,140.42,2.38,547.67,38,4,10,8,3,11,15,208,1,2,2,2,0,2,2
2hu6,100.13,1.49,383.4,28,3,8,5,3,8,5,146,3,2,2,2,0,2,2
2hw2,221.35,2.92,823.96,59,7,16,14,7,16,19,322,1,2,1,4,0,2,1
2hxm,149.03,-1.17,345.29,25,2,10,8,2,10,8,130,0,2,0,0,1,1,0
2hzl,57.2,-1.67,87.05,6,0,3,3,0,3,2,34,0,0,0,0,0,0,0
2hzy,134.63,-2.89,236.12,15,1,7,7,1,8,8,86,0,0,0,0,0,0,0
2i0a,142.55,3.66,637.76,45,2,11,8,2,12,19,240,2,3,1,1,0,3,1
2i19,139.98,0.17,282.13,17,5,8,8,5,10,9,96,0,1,0,0,1,0,0
2i2b,119.31,-1.34,237.22,17,4,8,8,3,8,4,90,0,2,1,1,2,0,1
2i2c,238.62,-1.55,564.61,38,8,16,18,6,18,13,202,0,4,2,2,4,0,2
2i3h,162.07,-1.29,471.56,34,6,10,5,4,10,13,184,3,2,1,1,1,1,1
2i3i,112.94,1.42,499.66,35,4,9,6,3,10,11,188,3,2,2,2,1,1,2
2i3v,107.9,-4.12,146.12,10,3,5,4,1,5,5,58,0,0,0,0,0,0,0
2i4d,190.39,2.32,672.69,45,4,14,12,4,16,21,250,1,2,2,2,0,2,2
2i4j,78.63,5.14,451.59,33,0,6,6,0,6,17,178,0,3,0,0,1,2,0
2i4u,123.63,2.8,562.69,39,2,10,8,2,11,16,214,1,2,2,2,0,2,2
2i4v,123.63,2.8,562.69,39,2,10,8,2,11,16,214,1,2,2,2,0,2,2
2i4w,168.39,4.4,728.8,49,2,14,12,2,16,25,274,1,2,2,2,0,2,2
2i4x,168.39,4.4,728.8,49,2,14,12,2,16,25,274,1,2,2,2,0,2,2
2i4z,78.63,5.14,451.59,33,0,6,6,0,6,17,178,0,3,0,0,1,2,0
2i6b,80.4,2.42,400.49,30,2,7,7,1,7,6,152,0,3,1,1,2,1,1
2i80,29.1,3.91,279.69,18,1,2,1,1,6,5,100,1,1,0,0,0,1,0
2idw,140.42,2.38,547.67,38,4,10,8,3,11,15,208,1,2,2,2,0,2,2
2igv,108.31,-3.67,202.21,14,4,6,4,2,6,5,80,1,0,1,1,0,0,1
2ihj,325.74,-6.66,631.44,42,10,20,19,9,22,20,238,1,1,2,2,1,0,2
2ihq,84.64,1.61,307.31,23,1,6,4,1,6,2,114,3,2,2,2,0,2,2
2iko,89.85,3.76,355.39,26,5,5,5,3,7,8,134,0,3,0,0,1,2,0
2il2,148.77,4.37,618.76,44,4,11,9,3,12,17,232,1,4,0,1,1,3,0
2isw,116.09,-1.4,171.05,10,4,7,6,4,8,6,60,1,0,0,0,0,0,0
2iuz,123.64,-2.12,386.37,28,0,12,12,0,12,7,146,0,4,0,0,4,0,0
2iw4,127.09,-1.24,176.99,9,5,7,6,5,9,6,56,0,0,0,0,0,0,0
2iwx,83.83,3.93,352.81,24,2,5,5,2,6,2,130,0,1,0,1,0,1,0
2izl,90.21,-1.42,244.34,16,4,5,6,3,6,6,92,0,0,2,2,0,0,2
2j27,106.89,-2.15,155.02,9,2,6,6,2,7,5,54,0,0,0,0,0,0,0
2j2u,111.81,0.95,454.94,30,2,9,5,2,11,6,162,2,2,2,2,1,1,2
2j34,96.02,1.68,471.99,30,1,8,6,1,11,6,162,2,2,2,2,1,1,2
2j47,136.71,-0.42,360.37,26,5,9,7,5,9,8,138,2,2,0,1,1,1,0
2j4g,82.28,-0.26,247.32,16,3,5,6,3,6,7,92,0,0,1,2,0,0,1
2j4i,132.96,1.55,559.11,36,2,10,6,2,13,14,198,2,2,1,1,0,2,1
2j62,107.61,0.75,373.45,27,4,7,6,4,7,11,146,1,2,0,1,1,1,0
2j75,97.53,-3.79,164.18,11,6,5,4,5,5,5,66,0,0,1,1,0,0,1
2j77,97.53,-3.99,164.18,11,6,5,4,5,5,5,66,0,0,1,1,0,0,1
2j78,125.54,-3.18,192.17,13,6,7,7,6,7,6,76,0,0,0,1,0,0,0
2j79,125.54,-3.18,192.17,13,6,7,7,6,7,6,76,0,0,0,1,0,0,0
2j7b,124.52,-3.02,202.17,14,4,8,8,4,8,5,78,0,1,0,1,1,0,0
2j7d,128.2,-2.18,260.25,18,5,8,8,5,8,9,102,0,1,0,1,1,0,0
2j7e,125.04,-2.1,272.26,19,4,8,8,4,8,8,106,0,1,0,1,1,0,0
2j7f,138.87,-3.45,243.2,17,4,8,8,4,8,6,94,0,1,0,1,1,0,0
2j7g,138.87,-3.52,257.22,18,4,8,8,4,8,7,100,0,1,0,1,1,0,0
2j94,137.59,0.31,488.98,31,2,11,8,2,14,7,168,2,2,2,2,2,0,2
2j95,96.02,2.26,504.05,31,1,8,7,1,12,7,168,2,2,2,2,2,0,2
2jdh,208.88,-4.26,448.43,31,7,14,13,7,14,14,176,1,1,2,2,1,0,2
2jdk,214.95,-3.97,476.44,33,6,15,14,6,15,14,186,1,1,2,2,1,0,2
2jdm,79.15,-1.54,178.18,12,3,5,5,3,5,6,72,0,0,1,1,0,0,1
2jdp,79.15,-1.54,178.18,12,3,5,5,3,5,6,72,0,0,1,1,0,0,1
2jds,94.23,3.65,398.49,30,5,6,3,3,6,8,150,0,5,0,0,3,2,0
2jdu,79.15,-1.54,178.18,12,3,5,5,3,5,6,72,0,0,1,1,0,0,1
2jew,85.59,-0.78,239.32,17,3,5,4,1,5,10,96,0,1,0,0,1,0,0
2jf4,178.45,-5.6,336.36,23,10,9,8,9,9,12,134,0,0,1,2,0,0,0
2jfh,135.66,-0.05,407.44,28,1,8,7,1,9,12,152,0,2,0,0,0,2,0
2jfz,74.71,3.82,439.52,33,0,7,7,0,7,8,166,0,5,0,0,3,2,0
2jg0,195.46,-5.33,382.39,25,9,11,11,9,12,11,144,0,0,3,3,0,0,2
2jgs,81.26,-0.54,243.31,16,2,5,4,2,6,5,90,2,0,2,2,0,0,2
2jh0,96.02,1.53,461.99,29,1,8,6,1,11,8,160,2,1,2,2,1,0,2
2jh5,96.02,1.14,447.97,28,1,8,6,1,11,7,154,2,1,2,2,1,0,2
2jh6,96.02,0.71,449.98,28,1,8,6,1,11,8,156,2,1,2,2,1,0,2
2jiw,117.43,-3.24,217.25,15,7,6,4,5,6,7,86,1,0,0,1,0,0,0
2jjb,184.74,-7.1,368.36,25,9,11,10,9,11,12,146,0,0,3,3,0,0,3
2jke,97.53,-3.99,164.18,11,6,5,4,5,5,5,66,0,0,1,1,0,0,1
2jkh,67.85,1.86,465.02,31,1,7,5,1,9,9,166,2,2,3,3,2,0,3
2jkp,85.36,-3.9,190.22,13,5,5,4,5,5,4,76,0,0,2,2,0,0,2
2jxr,169.33,1.83,653.77,46,6,12,7,6,14,19,258,5,1,2,2,0,1,1
2mas,103.32,-2.03,225.27,16,7,5,4,5,5,6,88,0,1,1,1,0,1,1
2nmx,89.26,0.01,242.3,16,3,5,3,2,6,6,88,1,1,0,0,0,1,0
2nmz,167.95,1.68,671.86,49,7,11,6,6,11,13,262,4,3,2,2,1,2,1
2nn1,100.29,-0.98,228.25,15,2,5,4,1,6,5,82,0,1,0,0,0,1,0
2nn7,86.46,0.83,257.31,17,2,5,4,1,6,7,94,0,1,0,0,0,1,0
2nnd,35.01,1.68,166.22,12,0,3,3,0,3,6,66,0,1,0,0,1,0,0
2nsj,200.42,-3.44,338.19,22,6,12,12,5,13,10,124,0,1,1,1,1,0,1
2nsl,200.42,-3.44,338.19,22,6,12,12,5,13,10,124,0,1,1,1,1,0,1
2nt7,153.23,2.89,632.54,39,2,11,10,2,14,10,204,0,4,1,1,2,2,1
2nta,66.48,2.25,328.8,20,1,5,4,1,8,2,104,1,2,1,1,1,1,1
2o0u,77.64,3.37,473.62,34,2,6,4,2,7,5,174,2,3,1,2,1,2,1
2o4j,60.69,5.77,414.63,30,3,3,3,3,3,12,168,0,0,3,3,0,0,0
2o4k,172.42,2.79,705.88,51,6,13,8,6,13,17,276,4,3,0,0,1,2,0
2o4l,105.59,7.33,602.68,42,2,7,6,2,11,14,224,0,3,0,1,1,2,0
2o4n,105.59,7.33,602.68,42,2,7,6,2,11,14,224,0,3,0,1,1,2,0
2o4p,105.59,7.33,602.68,42,2,7,6,2,11,14,224,0,3,0,1,1,2,0
2o4r,60.69,5.77,414.63,30,3,3,3,3,3,12,168,0,0,3,3,0,0,0
2o4s,120.0,4.33,628.81,46,4,9,5,4,9,20,246,4,3,1,1,0,3,1
2o4z,92.42,-1.83,112.11,6,4,5,3,3,6,3,38,0,0,0,0,0,0,0
2o8h,89.3,0.73,484.6,34,1,9,7,1,10,8,180,0,3,1,2,1,2,1
2oag,90.8,2.18,449.48,31,3,6,5,1,10,6,162,0,3,1,1,1,2,1
2oax,60.44,4.85,416.58,29,0,4,5,0,5,4,158,0,0,4,5,0,0,1
2obf,83.01,1.12,353.85,23,4,5,3,3,7,5,122,0,2,0,1,0,2,0
2oc2,160.65,3.88,616.63,44,4,10,7,4,11,13,230,2,4,1,1,1,3,0
2ogy,208.43,-2.93,457.45,33,6,13,11,5,13,11,176,1,2,0,1,1,1,0
2oi0,46.61,1.78,311.43,20,0,4,4,1,6,5,108,0,1,1,1,0,1,1
2oi2,173.65,-1.51,307.11,18,4,10,10,4,12,13,108,0,0,0,0,0,0,0
2oiq,88.68,1.76,495.63,37,4,8,5,4,8,9,188,1,4,1,1,2,2,1
2ojg,64.78,2.77,280.33,21,2,5,2,2,5,5,106,1,3,0,0,2,1,0
2ojj,93.8,4.98,459.31,31,4,6,3,4,9,7,158,1,4,0,0,2,2,0
2olb,208.89,-5.45,405.56,28,14,10,4,6,10,21,164,2,0,0,0,0,0,0
2ole,68.26,2.72,420.45,30,3,5,2,1,8,6,160,2,2,1,1,0,2,1
2on6,138.84,-3.05,267.26,19,7,8,5,6,8,5,102,0,2,1,1,2,0,1
2ot1,95.86,4.22,377.72,25,3,6,5,3,8,6,128,1,3,0,0,0,3,0
2ov4,325.66,-1.51,587.16,35,9,21,21,8,25,18,198,0,2,1,1,2,0,1
2ovv,56.71,4.46,401.47,30,0,6,6,0,6,7,152,0,4,1,1,1,3,1
2ovy,82.49,3.25,403.44,30,0,8,8,0,8,7,152,0,4,1,1,2,2,1
2oxd,48.65,3.91,449.72,14,2,3,1,2,7,0,74,0,2,0,0,1,1,0
2oxn,149.71,-0.83,353.33,25,5,10,8,5,10,8,136,2,1,1,1,0,1,1
2oxx,31.58,5.28,465.79,14,2,2,1,2,7,0,74,0,2,0,0,1,1,0
2oxy,28.68,4.61,433.72,13,1,2,1,1,6,0,68,0,2,0,0,1,1,0
2oym,109.64,-2.49,310.37,22,6,7,5,5,7,10,122,1,1,1,1,0,1,1
2p09,279.13,-1.63,507.18,31,8,18,18,7,21,15,174,0,2,1,1,2,0,1
2p15,40.46,6.71,442.52,32,2,2,2,2,5,5,170,0,2,2,3,0,2,0
2p16,110.76,2.7,459.51,34,2,9,6,1,9,6,174,3,3,1,2,1,2,1
2p2a,157.37,-2.43,330.3,24,4,10,8,2,10,7,124,0,3,0,0,2,1,0
2p3a,233.52,4.07,909.09,66,8,16,10,8,16,31,354,6,4,0,0,0,4,0
2p3b,233.52,4.07,909.09,66,8,16,10,8,16,31,354,6,4,0,0,0,4,0
2p3c,233.52,4.07,909.09,66,8,16,10,8,16,31,354,6,4,0,0,0,4,0
2p3i,168.61,-4.55,322.29,22,5,10,9,5,10,12,128,1,0,1,1,0,0,1
2p4j,174.01,3.77,701.93,49,5,12,7,5,13,28,272,4,2,0,0,0,2,0
2p4s,106.44,-2.38,265.29,19,5,7,4,5,7,5,102,0,2,1,1,2,0,1
2p4y,98.78,5.88,573.93,40,0,8,8,0,12,11,208,0,5,0,0,2,3,0
2p53,186.01,-2.69,337.16,20,7,11,10,7,13,12,120,0,0,1,1,0,0,1
2p7a,20.23,2.35,142.59,9,1,1,1,1,2,2,48,0,1,0,0,0,1,0
2p7g,40.46,3.42,228.29,17,2,2,2,2,2,6,88,0,2,0,0,0,2,0
2p7z,33.9,4.28,388.53,29,2,3,2,2,3,12,150,0,3,0,0,0,3,0
2p95,80.2,3.63,441.94,30,2,6,5,2,8,5,154,2,3,1,1,2,1,0
2pbw,137.0,-4.06,309.32,22,2,7,6,1,7,9,122,0,0,1,1,0,0,1
2pcp,4.44,2.91,244.4,18,1,1,0,1,1,2,98,0,1,2,2,0,1,1
2pfy,69.23,-1.99,128.11,9,1,4,3,1,4,1,50,1,0,1,1,0,0,1
2pgz,57.04,0.45,304.37,22,1,5,4,1,5,5,118,0,1,2,2,0,1,2
2pk5,204.33,1.69,803.96,56,5,14,11,5,16,19,296,4,4,1,2,1,3,1
2pk6,170.19,3.0,771.96,54,5,12,10,5,14,19,284,4,4,1,2,1,3,1
2pmk,340.02,-1.01,638.29,42,5,24,21,4,26,13,226,0,2,2,3,2,0,2
2pnc,36.09,1.88,232.11,14,3,3,3,3,5,2,76,0,1,1,1,0,1,1
2pog,49.69,4.12,282.34,21,2,3,3,2,3,3,108,0,2,1,2,0,2,0
2pou,120.32,0.29,305.16,16,4,6,4,2,10,4,90,0,1,0,0,0,1,0
2pov,146.34,-0.78,285.73,16,6,7,5,3,10,5,90,0,1,0,0,0,1,0
2pow,146.34,-0.42,319.29,19,6,7,5,3,12,5,108,0,1,0,0,0,1,0
2pq9,243.24,-3.89,456.14,28,5,14,14,5,18,14,162,0,0,0,1,0,0,0
2pqb,243.24,-3.89,456.14,28,5,14,14,5,18,14,162,0,0,0,1,0,0,0
2pqc,234.01,-4.07,404.16,25,5,13,13,5,15,13,144,0,0,0,1,0,0,0
2pql,43.43,0.95,161.23,12,4,2,0,2,2,3,62,0,2,0,0,1,1,0
2pqz,91.37,3.08,562.74,39,2,7,4,1,9,10,202,0,4,1,1,0,4,1
2psu,125.04,1.71,517.65,36,3,9,6,3,10,17,196,2,2,1,1,0,2,0
2psv,128.95,1.29,477.58,33,3,9,6,3,10,15,180,2,2,1,1,1,1,0
2ptz,106.86,-1.33,155.05,9,4,6,5,4,7,5,54,1,0,0,0,0,0,0
2pu1,106.86,-1.03,173.04,10,4,6,5,4,8,5,60,1,0,0,0,0,0,0
2pu2,137.87,-1.29,353.29,26,1,8,7,1,8,6,132,2,2,0,1,0,2,0
2pv1,352.82,-3.46,919.03,66,12,21,12,9,21,30,358,7,3,1,1,1,2,1
2pvh,67.14,3.61,302.34,23,2,6,6,2,6,4,112,0,4,0,0,2,2,0
2pvj,90.93,3.73,347.43,26,2,7,7,2,7,5,132,0,3,1,1,2,1,0
2pvk,90.93,4.01,375.82,27,2,7,7,2,8,5,132,0,4,0,0,2,2,0
2pvl,86.58,0.46,349.42,26,2,8,7,2,8,5,132,0,3,1,1,2,1,1
2pvm,119.61,2.12,345.37,26,3,9,8,3,9,6,128,0,4,0,0,3,1,0
2pvu,95.41,-3.24,147.2,10,6,4,2,2,4,7,60,0,0,0,0,0,0,0
2pwc,143.41,2.25,592.77,41,6,9,6,3,11,12,214,0,4,1,1,0,4,1
2pwd,97.53,-3.99,164.18,11,6,5,4,5,5,5,66,0,0,1,1,0,0,1
2pwg,85.36,-3.9,190.22,13,5,5,4,5,5,4,76,0,0,2,2,0,0,2
2pwr,177.55,1.28,648.79,45,6,11,6,3,13,12,234,2,4,1,1,0,4,1
2py4,246.94,-1.9,467.16,28,7,16,14,7,19,13,160,0,1,1,1,1,0,1
2pyi,149.96,-2.14,364.36,26,5,10,9,5,10,9,140,1,2,1,1,1,1,1
2pym,103.1,3.33,568.8,40,5,7,5,5,8,12,218,2,2,2,2,0,2,1
2pyn,103.1,3.33,568.8,40,5,7,5,5,8,12,218,2,2,2,2,0,2,1
2pyy,107.9,-4.12,146.12,10,3,5,4,1,5,5,58,0,0,0,0,0,0,0
2q1q,97.54,0.26,290.37,18,2,6,4,1,8,3,100,0,1,1,1,0,1,1
