,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2qd7,132.86,2.52,576.67,40,2,11,9,2,12,14,218,1,2,2,3,0,2,2
2qd8,132.86,2.52,576.67,40,2,11,9,2,12,14,218,1,2,2,3,0,2,2
2qdt,69.23,-1.44,176.22,11,1,4,4,2,5,6,64,1,0,0,0,0,0,0
2qe4,58.92,4.26,326.39,24,2,4,4,2,4,6,126,0,2,1,2,0,2,0
2qg0,136.3,1.09,389.44,27,4,9,8,3,10,8,142,0,2,1,1,1,1,1
2qg2,93.7,1.55,321.34,24,2,7,6,1,7,4,120,1,2,1,1,1,1,1
2qhy,115.81,2.97,583.65,39,3,8,6,3,13,15,210,2,3,0,0,1,2,0
2qhz,86.71,4.95,606.61,40,2,6,5,2,14,13,216,1,3,0,0,1,2,0
2qi0,95.94,4.8,582.72,40,2,7,6,2,10,15,210,1,4,0,0,1,3,0
2qi1,136.4,3.76,582.7,40,4,9,8,4,11,16,210,1,4,0,0,1,3,0
2qi3,119.83,3.44,547.74,37,3,8,7,3,10,19,202,1,3,0,0,1,2,0
2qi4,119.83,4.44,567.73,39,3,8,7,3,10,16,206,1,4,0,0,1,3,0
2qi5,128.7,3.73,588.8,40,3,9,7,3,11,20,218,2,3,0,0,1,2,0
2qi6,119.83,4.05,553.71,38,3,8,7,3,10,15,200,1,4,0,0,1,3,0
2qi7,113.01,3.58,532.7,37,2,8,6,2,9,21,204,1,2,0,0,0,2,0
2qm9,84.86,4.37,441.55,31,2,6,6,2,7,10,164,2,2,1,2,0,2,1
2qmg,104.71,3.01,608.71,44,4,8,5,3,10,14,234,2,3,2,2,0,3,2
2qnn,177.55,3.32,784.78,53,6,11,6,3,19,12,282,2,4,1,1,0,4,1
2qnp,91.37,4.29,814.53,41,2,7,4,1,11,10,214,0,4,1,1,0,4,1
2qnq,91.37,4.39,631.63,41,2,7,4,1,11,10,214,0,4,1,1,0,4,1
2qpq,140.62,-5.25,189.1,13,1,7,7,1,7,6,74,0,0,0,0,0,0,0
2qpu,226.37,-6.65,470.49,32,11,13,12,10,13,16,188,0,0,3,3,0,0,2
2qrk,186.07,-1.86,347.22,23,6,12,12,5,13,9,126,0,2,1,1,2,0,1
2qrl,109.36,-4.4,145.07,10,1,6,5,1,6,2,56,1,0,0,0,0,0,0
2qta,168.97,0.84,425.32,26,5,11,11,4,14,14,144,0,2,0,0,2,0,0
2qtg,106.42,-0.0,296.35,20,4,7,8,3,8,7,108,0,2,1,1,2,0,1
2qtn,159.82,-2.95,336.21,22,4,10,10,4,11,9,124,0,0,1,2,0,0,1
2qtt,150.4,-1.91,267.24,19,6,9,8,5,9,6,102,0,2,1,1,2,0,1
2qu6,102.95,3.83,508.99,36,3,9,7,3,10,10,186,1,4,1,1,2,2,1
2qw1,99.38,-2.57,194.18,13,4,6,6,4,6,7,78,0,0,1,1,0,0,1
2qwb,179.61,-5.21,308.26,21,6,10,9,6,10,11,122,1,0,1,1,0,0,1
2qwc,159.38,-4.4,290.25,20,5,9,8,5,9,10,114,1,0,0,1,0,0,0
2qwd,166.79,-5.15,290.27,20,7,9,7,5,9,10,114,1,0,0,1,0,0,0
2qwe,205.16,-7.04,332.31,23,9,11,7,7,11,10,130,1,0,0,1,0,0,0
2qwf,164.78,-4.89,341.37,24,6,10,5,4,10,9,134,2,0,0,1,0,0,0
2qzr,112.48,3.15,356.39,27,5,7,5,4,7,4,132,0,5,0,0,2,3,0
2r0h,295.29,-7.14,627.6,43,11,19,16,11,19,21,248,3,0,3,3,0,0,3
2r0z,375.73,-9.31,773.87,55,17,21,10,11,21,28,302,5,2,0,0,1,1,0
2r1y,238.89,-5.92,483.44,33,8,14,14,8,14,19,192,0,0,2,2,0,0,2
2r23,279.02,-8.2,512.42,35,8,16,16,8,16,19,202,0,0,2,2,0,0,2
2r2m,116.37,0.63,444.86,30,7,7,3,5,11,10,162,1,2,0,0,0,2,0
2r2w,83.08,0.1,254.31,19,5,4,1,3,4,4,96,0,2,0,0,0,2,0
2r38,177.55,1.28,648.79,45,6,11,6,3,13,12,234,2,4,1,1,0,4,1
2r3t,177.55,1.28,648.79,45,6,11,6,3,13,12,234,2,4,1,1,0,4,1
2r3w,143.41,2.25,592.77,41,6,9,6,3,11,12,214,0,4,1,1,0,4,1
2r43,143.41,2.25,592.77,41,6,9,6,3,11,12,214,0,4,1,1,0,4,1
2r58,72.21,-3.34,175.25,12,4,4,2,2,4,9,72,0,0,0,0,0,0,0
2r59,134.17,1.4,494.53,35,5,7,5,3,8,14,184,1,3,0,0,0,3,0
2r5a,84.38,-3.29,161.23,11,5,4,2,2,4,8,66,0,0,0,0,0,0,0
2r5p,120.43,0.03,615.82,45,6,9,5,6,9,13,240,2,3,1,2,1,2,1
2r75,306.95,-2.92,610.3,38,10,21,20,9,24,16,216,1,1,2,3,1,0,2
2r9w,117.64,0.16,387.35,29,0,7,6,0,7,5,144,2,3,0,1,0,3,0
2r9x,117.64,0.55,401.37,30,0,7,6,0,7,6,150,2,3,0,1,0,3,0
2ra0,135.22,2.62,529.53,39,5,10,8,3,12,9,196,1,6,0,0,3,3,0
2ra6,20.23,1.95,122.17,9,1,1,1,1,1,3,48,0,1,0,0,0,1,0
2rcb,88.0,-3.66,105.09,7,4,4,3,2,4,4,42,0,0,0,0,0,0,0
2rcn,247.95,-2.87,445.22,28,9,16,15,8,18,12,158,1,1,1,2,1,0,1
2rd6,88.38,0.23,245.31,18,5,5,2,3,5,3,94,1,2,1,1,1,1,1
2reg,20.23,-0.32,104.17,7,1,2,1,1,2,6,44,0,0,0,0,0,0,0
2rfh,83.27,-0.13,208.19,15,0,5,4,0,5,5,80,0,1,0,0,0,1,0
2ri9,69.92,-1.9,134.13,9,3,4,4,3,4,3,54,0,0,1,1,0,0,1
2rin,26.3,0.26,146.21,10,0,3,2,0,3,7,60,0,0,0,0,0,0,0
2rio,232.6,-1.75,427.2,27,7,15,15,6,17,12,150,0,2,1,1,2,0,1
2rk8,101.99,-1.55,126.0,7,3,5,4,2,6,3,42,0,0,0,0,0,0,0
2rka,106.89,-2.15,155.02,9,2,6,6,2,7,5,54,0,0,0,0,0,0,0
2rkd,97.66,-1.7,153.05,9,2,5,5,2,6,5,54,0,0,0,0,0,0,0
2rke,94.5,-2.38,139.11,8,1,5,5,1,6,3,48,0,0,0,0,0,0,0
2rkf,120.0,4.33,628.81,46,4,9,5,4,9,20,246,4,3,1,1,0,3,1
2rkg,120.0,4.33,628.81,46,4,9,5,4,9,20,246,4,3,1,1,0,3,1
2rkm,152.15,-4.34,276.38,19,10,7,3,4,7,14,112,1,0,0,0,0,0,0
2sim,159.38,-4.4,290.25,20,5,9,8,5,9,10,114,1,0,0,1,0,0,0
2std,29.1,4.74,334.67,20,1,2,1,1,5,7,110,1,1,1,1,0,1,0
2tmn,112.65,-0.43,210.17,13,5,6,4,4,7,9,78,1,0,0,0,0,0,0
2tpi,96.87,-1.47,230.31,16,4,5,3,2,5,11,94,1,0,0,0,0,0,0
2usn,96.11,4.2,414.51,28,3,7,6,3,9,7,144,2,3,0,0,1,2,0
2uwd,104.82,3.83,388.81,27,3,7,6,3,8,9,140,1,3,0,0,1,2,0
2uwl,96.02,1.14,447.97,28,1,8,6,1,11,7,154,2,1,2,2,1,0,2
2uwo,96.02,1.53,461.99,29,1,8,6,1,11,8,160,2,1,2,2,1,0,2
2uwp,96.02,0.71,449.98,28,1,8,6,1,11,8,156,2,1,2,2,1,0,2
2uxi,97.99,2.32,274.27,20,4,5,5,4,5,8,104,0,2,0,0,0,2,0
2uxz,141.43,3.16,710.69,47,6,10,6,6,11,16,252,3,3,0,1,0,3,0
2uy0,157.3,4.11,723.67,48,5,11,7,5,12,14,256,4,3,0,1,0,3,0
2uy3,72.68,-0.39,214.61,14,1,6,5,1,7,2,74,0,2,0,0,2,0,0
2uy4,115.04,-0.86,222.25,13,3,7,6,2,9,4,72,1,1,0,0,1,0,0
2uy5,79.63,1.56,215.22,16,2,6,5,2,6,3,80,0,3,0,0,3,0,0
2uyn,57.2,-1.28,101.08,7,0,3,3,0,3,3,40,0,0,0,0,0,0,0
2uyq,119.31,-1.34,237.22,17,4,8,8,3,8,4,90,0,2,1,1,2,0,1
2uz9,94.4,-1.06,152.11,11,3,6,3,3,6,0,56,0,2,0,0,2,0,0
2v00,71.77,1.14,215.26,16,3,4,3,2,4,4,82,0,2,0,0,1,1,0
2v25,107.9,-4.51,132.09,9,3,5,4,1,5,4,52,0,0,0,0,0,0,0
2v2c,106.89,-2.15,155.02,9,2,6,6,2,7,5,54,0,0,0,0,0,0,0
2v2h,106.89,-2.15,155.02,9,2,6,6,2,7,5,54,0,0,0,0,0,0,0
2v2q,168.38,-0.93,414.42,30,6,11,9,5,11,9,158,1,3,1,1,2,1,1
2v2v,168.38,-1.32,400.39,29,6,11,9,5,11,8,152,1,3,1,1,2,1,1
2v3d,85.36,-2.87,220.29,15,5,5,4,5,5,9,90,0,0,1,1,0,0,1
2v3u,88.0,-3.66,105.09,7,4,4,3,2,4,4,42,0,0,0,0,0,0,0
2v54,197.61,-1.28,402.19,25,5,13,12,5,15,11,142,0,1,1,1,1,0,1
2v57,64.93,2.55,209.25,16,4,3,3,2,3,2,78,0,3,0,0,1,2,0
2v58,90.71,3.38,395.06,20,4,5,5,2,7,3,100,0,3,0,0,2,1,0
2v59,109.17,1.87,297.32,22,4,7,7,2,7,7,112,0,3,0,0,2,1,0
2v77,160.52,-4.59,286.24,20,0,8,8,0,8,11,114,0,0,0,0,0,0,0
2v7a,95.0,1.23,475.57,35,3,9,5,3,9,8,182,2,3,1,2,1,2,1
2v88,397.49,-11.2,904.08,63,18,25,12,15,25,41,360,8,0,0,0,0,0,0
2v8w,290.09,-2.91,538.22,33,9,19,17,8,22,16,186,0,2,1,1,2,0,1
2v95,94.83,1.78,362.47,26,3,5,5,3,5,7,144,0,0,3,4,0,0,0
2vb8,37.3,2.98,210.3,14,1,2,3,1,3,6,76,0,0,0,1,0,0,0
2vba,41.99,3.4,232.31,16,1,3,4,1,4,5,82,0,2,0,0,1,1,0
2vc9,106.4,-3.85,205.23,14,6,6,4,5,6,6,82,1,0,1,1,0,0,1
2ves,95.5,3.39,420.49,30,3,6,4,3,7,7,152,1,4,0,0,0,4,0
2vfk,186.07,-1.86,347.22,23,6,12,12,5,13,9,126,0,2,1,1,2,0,1
2vh0,88.74,2.07,525.05,34,2,8,6,2,12,10,180,1,3,1,1,2,1,1
2vh6,100.62,4.31,555.07,35,1,7,6,1,12,8,184,1,3,1,1,1,2,1
2vhj,232.6,-1.75,427.2,27,7,15,15,6,17,12,150,0,2,1,1,2,0,1
2vj8,117.54,0.95,400.47,29,4,7,5,2,7,14,156,1,2,0,0,0,2,0
2vjx,89.79,-2.55,161.16,11,4,5,4,4,5,4,64,1,0,1,1,0,0,1
2vk2,110.38,-0.01,176.12,12,5,6,6,5,6,6,68,0,0,0,1,0,0,0
2vk6,159.38,-4.4,290.25,20,5,9,8,5,9,10,114,1,0,0,1,0,0,0
2vkm,141.65,3.05,659.83,47,5,10,6,4,11,20,248,2,4,0,0,0,4,0
2vl4,97.53,-3.79,164.18,11,6,5,4,5,5,5,66,0,0,1,1,0,0,1
2vmc,119.25,-3.08,221.21,15,5,7,6,5,7,7,88,1,0,1,1,0,0,1
2vmd,99.38,-2.57,194.18,13,4,6,6,4,6,7,78,0,0,1,1,0,0,1
2vmf,98.74,-1.81,200.19,14,4,6,6,4,6,5,78,0,1,0,1,1,0,0
2vnp,117.73,-1.64,250.1,14,4,8,7,4,10,11,86,0,0,0,0,0,0,0
2vnt,156.05,-0.88,397.84,26,5,9,5,2,11,4,138,0,2,1,1,1,1,1
2vo4,43.14,2.02,169.21,11,0,3,3,1,4,3,58,0,1,0,0,0,1,0
2vo5,85.36,-2.08,280.34,20,5,5,4,5,5,7,110,0,1,3,3,0,1,2
2vot,110.77,-0.2,305.33,22,5,7,7,5,7,8,118,0,2,0,1,1,1,0
2vpe,396.37,-11.23,804.95,56,19,23,11,14,23,36,320,7,0,0,0,0,0,0
2vpn,64.52,-1.48,141.15,10,1,4,4,1,4,2,56,0,0,0,1,0,0,0
2vpo,84.75,-2.51,157.15,11,2,5,5,2,5,3,62,0,0,0,1,0,0,0
2vqt,132.95,-4.33,220.25,15,8,7,5,6,7,8,88,0,0,1,1,0,0,1
2vrj,85.19,0.34,332.47,22,4,6,5,4,7,11,128,0,0,2,2,0,0,2
2vsl,160.06,-1.73,477.61,34,8,10,5,5,10,16,188,3,1,1,1,0,1,1
2vt3,279.13,-1.63,507.18,31,8,18,18,7,21,15,174,0,2,1,1,2,0,1
2vuk,21.54,2.51,239.34,18,2,2,1,1,2,5,92,0,3,0,0,1,2,0
2vvc,93.87,1.34,505.98,34,3,8,6,3,11,8,178,2,3,1,1,2,1,1
2vvn,94.31,-1.49,248.3,16,4,6,6,4,7,6,92,0,0,2,2,0,0,2
2vvs,149.71,-0.83,353.33,25,5,10,8,5,10,8,136,2,1,1,1,0,1,1
2vvu,84.64,1.72,475.95,32,3,7,5,3,10,6,166,2,3,1,1,2,1,1
2vvv,110.91,3.17,472.89,32,2,9,8,2,12,6,162,2,4,0,0,3,1,0
2vw1,159.38,-4.4,290.25,20,5,9,8,5,9,10,114,1,0,0,1,0,0,0
2vw2,70.98,-0.23,208.3,13,3,4,3,2,5,5,78,0,0,1,1,0,0,0
2vw5,131.11,4.7,502.65,36,5,8,6,4,8,10,200,2,1,0,1,0,1,0
2vwc,143.25,3.33,558.67,40,3,10,8,2,10,12,220,2,0,0,2,0,0,0
2vwl,104.87,1.08,505.98,34,4,8,6,4,11,8,178,2,3,1,1,2,1,1
2vwm,112.31,2.81,571.05,39,3,9,6,3,12,9,202,3,3,1,2,2,1,0
2vwn,104.87,0.69,491.95,33,4,8,6,4,11,7,172,2,3,1,1,2,1,1
2vwo,84.64,1.67,493.94,33,3,7,5,3,11,6,172,2,3,1,1,2,1,1
2vxn,116.09,-1.4,171.05,10,4,7,6,4,8,6,60,1,0,0,0,0,0,0
2vyt,84.38,-3.29,161.23,11,5,4,2,2,4,8,66,0,0,0,0,0,0,0
2vzr,130.28,-4.46,193.13,13,4,7,7,4,7,5,76,0,0,1,1,0,0,1
2w08,134.53,-3.16,199.1,12,5,7,6,3,8,8,72,0,0,0,0,0,0,0
2w26,88.18,2.52,435.89,29,1,8,6,1,10,5,152,3,2,2,2,1,1,2
2w47,209.1,-6.73,350.23,24,5,12,12,5,12,9,136,0,0,1,2,0,0,1
2w4x,151.92,-2.89,265.22,18,5,10,8,5,10,8,104,2,0,1,1,0,0,1
2w5g,279.13,-1.63,507.18,31,8,18,18,7,21,15,174,0,2,1,1,2,0,1
2w66,126.63,-4.49,235.26,16,7,7,5,6,7,7,94,1,0,1,1,0,0,1
2w67,106.4,-3.85,205.23,14,6,6,4,5,6,5,82,1,0,1,1,0,0,1
2w8j,172.6,-1.77,333.21,22,4,10,10,4,11,12,122,0,1,0,0,1,0,0
2w8w,172.6,-1.77,333.21,22,4,10,10,4,11,12,122,0,1,0,0,1,0,0
2w8y,40.54,5.41,429.6,32,1,3,3,1,3,6,168,0,1,2,4,0,1,0
2w9h,105.51,1.26,290.32,21,4,7,7,2,7,10,112,0,2,0,0,1,1,0
2wb5,107.61,0.5,359.43,26,4,7,6,4,7,10,140,1,2,0,1,1,1,0
2wbg,105.75,-0.18,316.4,22,4,7,6,4,7,12,128,0,0,2,2,0,0,2
2wc3,105.75,-0.18,316.4,22,4,7,6,4,7,12,128,0,0,2,2,0,0,2
2wc4,96.52,0.53,332.47,22,4,6,6,4,7,12,128,0,0,2,2,0,0,2
2wca,149.71,-0.05,381.38,27,5,10,8,5,10,10,148,2,1,1,1,0,1,1
2we3,244.14,-1.47,468.14,28,6,16,15,6,19,13,160,0,1,1,1,1,0,1
2web,131.03,3.58,540.55,38,3,9,7,3,10,16,202,2,3,0,0,0,3,0
2wec,131.03,3.58,540.55,38,3,9,7,3,10,16,202,2,3,0,0,0,3,0
2wed,131.03,3.51,552.56,39,3,9,7,3,10,11,206,2,3,0,1,0,3,0
2weg,60.16,0.47,175.18,11,2,3,2,1,5,2,60,0,1,0,0,0,1,0
2weh,60.16,0.99,191.64,11,2,3,2,1,5,2,60,0,1,0,0,0,1,0
2wej,60.16,0.33,157.19,10,2,3,2,1,4,2,54,0,1,0,0,0,1,0
2weo,60.16,0.47,175.18,11,2,3,2,1,5,2,60,0,1,0,0,0,1,0
2weq,172.96,3.74,570.72,40,7,11,10,6,11,15,230,1,1,0,1,0,1,0
2wer,96.36,2.69,364.78,25,2,6,6,2,7,3,132,0,1,1,2,0,1,1
2wf5,156.91,-3.1,260.13,16,6,9,9,6,10,9,96,0,0,1,1,0,0,1
2wgj,82.57,4.01,451.35,30,4,6,5,2,9,7,158,0,3,1,1,2,1,1
2whp,60.08,-0.01,245.28,18,2,5,2,1,5,5,92,1,2,0,0,2,0,0
2wjg,247.95,-2.87,445.22,28,9,16,15,8,18,12,158,1,1,1,2,1,0,1
2wk6,58.53,0.11,237.98,9,1,4,2,1,5,0,48,3,0,0,1,0,0,0
2wky,106.1,-2.19,238.24,17,4,6,4,2,6,4,92,1,0,1,2,0,0,1
2wkz,154.32,3.07,694.85,51,6,11,7,6,11,16,268,3,4,0,1,1,3,0
2wl0,154.32,3.07,694.85,51,6,11,7,6,11,16,268,3,4,0,1,1,3,0
2wly,153.23,-2.27,438.52,28,6,10,11,6,12,12,160,0,0,2,3,0,0,2
2wlz,170.3,-3.07,422.46,28,6,11,11,6,12,12,160,1,0,2,3,0,0,2
2wm0,258.32,-5.1,625.65,42,9,17,16,9,18,19,240,2,0,3,4,0,0,3
2wn9,54.71,3.46,294.35,22,1,4,4,1,4,5,112,0,2,0,1,1,1,0
2wnc,46.53,1.53,285.37,21,2,4,2,2,4,3,110,0,2,2,2,1,1,2
2wnj,43.71,3.77,308.38,23,0,4,4,0,4,6,118,0,2,0,1,1,1,0
2wor,66.4,3.83,299.35,21,2,4,4,2,5,4,106,0,3,0,0,0,3,0
2wos,66.4,3.83,299.35,21,2,4,4,2,5,4,106,0,3,0,0,0,3,0
2wq5,165.83,-2.22,460.51,33,7,10,8,6,10,11,178,1,1,2,3,0,1,0
2wr8,187.08,-3.49,384.42,26,7,11,11,4,12,11,142,0,2,1,1,2,0,1
2wtv,90.3,4.53,475.86,34,1,6,6,1,9,4,168,0,4,0,1,1,3,0
2wuf,108.41,0.81,347.39,25,0,6,6,0,6,9,136,0,0,2,2,0,0,0
2wvt,117.76,-4.63,194.21,13,7,6,5,6,6,7,78,0,0,1,1,0,0,1
2wvz,130.33,-4.27,232.19,16,5,8,6,5,8,5,90,2,0,2,2,0,0,2
2wyf,178.53,-4.74,356.32,24,7,11,11,7,11,13,142,0,0,2,2,0,0,2
2wyg,70.92,2.44,473.01,30,2,6,4,2,10,10,162,1,2,1,1,1,1,1
2wyj,70.92,2.44,473.01,30,2,6,4,2,10,10,162,1,2,1,1,1,1,1
2wzf,217.84,-2.62,404.16,25,6,14,13,6,16,11,142,0,1,1,1,1,0,1
2wzm,317.82,-2.48,623.3,39,9,21,21,8,24,19,220,0,2,2,2,2,0,2
2wzs,98.74,-1.81,200.19,14,4,6,6,4,6,5,78,0,1,0,1,1,0,0
2x00,68.12,6.51,509.73,37,1,5,5,1,5,7,204,0,0,2,5,0,0,2
2x09,92.77,-4.65,190.24,13,7,5,3,5,5,5,76,0,0,2,2,0,0,2
2x0y,102.28,-2.21,254.25,18,2,8,8,2,8,7,98,0,2,0,0,2,0,0
2x2r,67.77,2.07,343.49,24,3,3,3,1,4,11,128,0,2,0,0,0,2,0
2x4z,103.27,3.11,491.64,35,4,9,6,4,10,11,182,2,4,0,1,3,1,0
2x6x,336.47,-8.58,691.63,47,13,21,20,13,21,24,274,1,0,4,4,0,0,4
2x7t,138.78,2.28,458.6,30,4,8,6,2,10,9,168,0,1,2,3,0,1,0
2x7u,98.85,2.49,381.49,26,3,6,5,2,7,7,144,0,1,2,3,0,1,0
2x8z,60.44,-0.71,216.28,14,0,4,4,1,5,5,80,1,0,1,1,0,0,1
2x91,144.82,-3.18,405.49,29,5,8,5,2,8,13,160,1,1,1,1,0,1,1
2x95,169.4,-1.96,494.59,36,7,9,5,4,9,16,192,1,3,0,0,1,2,0
2x96,160.65,3.88,616.63,44,4,10,7,4,11,13,230,2,4,1,1,1,3,0
2x97,207.82,-1.79,497.46,34,6,12,8,5,13,17,188,4,1,0,0,0,1,0
2xab,62.46,3.86,295.34,22,2,4,4,2,4,6,112,0,3,0,0,1,2,0
2xb7,105.33,2.19,616.23,42,4,10,8,4,12,13,226,0,3,2,2,1,2,2
2xb8,127.12,-1.97,309.29,22,3,7,7,3,7,8,120,0,1,1,1,0,1,0
2xbp,279.13,-1.63,507.18,31,8,18,18,7,21,15,174,0,2,1,1,2,0,1
2xbv,97.53,2.0,520.92,36,3,8,5,3,12,7,188,2,3,1,1,2,1,1
2xbw,143.6,1.96,533.97,36,4,10,6,3,13,7,188,2,3,1,1,1,2,1
2xbx,117.58,2.71,532.98,36,2,9,6,2,12,7,188,2,3,1,1,1,2,1
2xc0,126.81,2.21,546.55,38,2,10,7,2,13,9,200,2,3,1,1,1,2,1
2xc4,84.64,2.9,537.92,37,3,7,4,3,12,6,194,2,3,1,1,1,2,1
2xd9,100.82,-0.48,269.3,18,3,5,6,3,6,6,98,0,1,0,1,1,0,0
2xda,100.82,-0.17,297.35,20,3,5,6,3,6,7,110,0,1,1,2,1,0,0
2xde,65.2,4.41,425.53,32,2,5,2,2,5,9,162,2,4,0,0,1,3,0
2xdk,64.69,1.12,172.19,13,2,4,4,1,4,2,64,0,2,0,0,2,0,0
2xdl,49.77,1.88,223.27,16,1,4,3,1,4,8,88,1,1,0,0,0,1,0
2xdx,61.03,2.39,235.67,16,2,4,4,1,5,4,82,0,2,0,0,1,1,0
2xef,364.38,-2.92,915.88,64,3,27,23,3,27,41,360,2,2,0,0,1,1,0
2xeg,327.46,-2.99,739.67,52,3,23,19,3,23,29,288,2,2,0,0,1,1,0
2xei,309.0,-3.02,651.57,46,3,21,17,3,21,23,252,2,2,0,0,1,1,0
2xej,238.38,-4.27,588.59,41,2,17,15,2,17,27,234,2,1,0,0,1,0,0
2xg9,176.68,-6.17,326.32,22,9,10,9,8,10,11,130,0,0,2,2,0,0,2
2xhm,185.29,1.54,535.53,37,7,11,8,7,12,19,202,3,2,0,0,0,2,0
2xht,49.77,2.16,263.34,19,1,4,3,1,4,2,104,1,1,1,1,0,1,1
2xib,77.3,-2.97,148.18,10,5,4,3,4,4,4,60,0,0,1,1,0,0,1
2xii,123.47,-0.96,383.42,28,6,7,5,5,7,7,146,1,2,1,2,0,2,1
2xj1,105.58,0.87,338.41,25,4,6,5,2,6,6,130,0,2,1,1,1,1,0
2xj2,73.59,-0.37,338.41,25,1,6,5,1,6,5,130,0,2,1,1,1,1,1
2xj7,94.23,-3.76,231.27,16,5,6,4,5,6,5,92,1,0,2,2,0,0,2
2xjg,49.77,3.68,311.38,23,1,4,3,1,4,7,120,1,2,0,1,0,2,0
2xjj,52.57,3.25,308.38,23,2,4,3,2,4,4,118,1,2,0,2,0,2,0
2xjx,69.65,0.29,411.55,30,4,6,3,4,6,9,160,1,2,1,2,0,2,1
2xm1,118.89,-3.3,218.21,15,5,7,5,5,7,6,86,2,0,1,1,0,0,1
2xm2,131.61,-2.61,234.21,16,5,8,7,5,8,7,92,1,0,1,1,0,0,1
2xmy,115.21,1.88,435.53,29,2,9,9,2,11,11,154,0,3,0,0,2,1,0
2xn3,52.16,2.41,240.28,18,1,3,3,1,3,5,92,0,2,0,0,0,2,0
2xn5,125.46,0.56,329.74,21,3,7,6,2,9,6,112,0,2,0,0,1,1,0
2xnb,79.66,1.34,383.5,27,3,7,7,2,8,6,140,0,3,1,1,2,1,1
2xog,290.26,-5.32,586.54,40,9,19,17,8,20,14,218,0,3,2,2,3,0,2
2xp7,108.94,-1.2,230.18,17,1,6,5,1,6,3,86,0,2,0,0,1,1,0
2xpk,107.61,0.41,391.49,27,4,7,7,5,8,11,146,1,2,0,1,1,1,0
2xxr,107.9,-4.12,146.12,10,3,5,4,1,5,5,58,0,0,0,0,0,0,0
2xxt,96.87,-3.29,214.24,15,2,5,4,1,5,6,86,0,0,1,1,0,0,1
2xxx,107.9,-4.12,146.12,10,3,5,4,1,5,5,58,0,0,0,0,0,0,0
2xyd,191.12,4.45,710.7,51,4,12,10,4,13,18,264,2,5,0,0,1,4,0
2xye,150.3,3.57,702.92,51,6,11,6,6,11,18,276,4,3,0,0,0,3,0
2xyf,150.3,3.63,708.95,50,6,11,7,6,12,18,272,4,3,0,0,1,2,0
2xys,37.14,0.47,337.44,25,2,4,3,2,4,1,130,0,1,4,6,0,1,3
2xyt,81.82,5.28,610.75,45,3,8,6,3,8,9,234,0,4,0,4,0,4,0
2y5f,88.08,1.75,521.08,35,2,8,6,2,10,9,188,2,2,4,4,2,0,4
2y5g,67.85,1.86,465.02,31,1,7,5,1,9,9,166,2,2,3,3,2,0,3
2y5h,67.85,1.86,465.02,31,1,7,5,1,9,9,166,2,2,3,3,2,0,3
2y7i,133.78,-5.52,175.21,12,8,6,2,4,6,6,70,0,0,0,0,0,0,0
2y7x,83.09,2.34,474.96,32,3,6,3,2,9,4,166,1,3,1,2,0,3,1
2y7z,70.92,2.71,485.03,33,2,6,3,2,8,7,172,1,3,1,2,0,3,1
2y80,70.92,2.71,485.03,33,2,6,3,2,8,7,172,1,3,1,2,0,3,1
2y81,83.09,3.11,488.99,33,3,6,3,2,9,5,172,1,3,2,2,0,3,2
2y82,83.09,3.11,488.99,33,3,6,3,2,9,5,172,1,3,2,2,0,3,2
2y8c,113.42,2.66,513.59,38,3,8,6,3,8,13,196,1,4,0,0,1,3,0
2ya6,159.38,-4.4,290.25,20,5,9,8,5,9,10,114,1,0,0,1,0,0,0
2ya7,205.16,-7.04,332.31,23,9,11,7,7,11,10,130,1,0,0,1,0,0,0
2ya8,106.1,-1.24,284.36,20,4,6,4,2,6,10,114,1,0,0,1,0,0,0
2yay,244.65,-1.2,469.17,28,8,16,13,8,19,14,162,2,0,1,2,0,0,1
2yaz,151.08,-1.71,308.18,20,4,10,9,4,11,7,112,0,1,1,1,1,0,1
2yb0,104.55,-1.82,228.2,16,3,7,6,3,7,4,88,0,1,1,1,1,0,1
2ydt,136.22,-4.89,266.27,18,7,8,7,6,8,9,106,0,0,2,2,0,0,2
2ydw,81.4,4.35,423.48,32,1,7,6,1,7,5,158,1,4,0,1,1,3,0
2yek,81.4,3.66,423.9,30,1,7,6,1,8,8,154,1,3,0,1,1,2,0
2yel,81.4,4.35,423.48,32,1,7,6,1,7,5,158,1,4,0,1,1,3,0
2yfa,100.49,-3.76,132.07,9,1,5,5,1,5,4,52,0,0,0,0,0,0,0
2yfe,69.59,3.76,339.41,25,1,4,4,1,4,10,132,0,2,0,0,0,2,0
2yfx,82.57,4.01,451.35,30,4,6,5,2,9,7,158,0,3,1,1,2,1,1
2yge,163.48,2.41,560.64,40,4,11,9,3,11,12,220,2,0,0,2,0,0,0
2ygf,163.48,2.44,566.69,40,4,11,9,3,11,12,226,2,0,0,2,0,0,0
2yhw,119.25,-3.08,221.21,15,5,7,6,5,7,7,88,1,0,1,1,0,0,1
2yi0,75.47,3.95,334.78,22,2,5,6,2,7,6,112,0,3,0,0,1,2,0
2yi7,75.47,4.34,348.81,23,2,5,6,2,7,7,118,0,3,0,0,1,2,0
2yix,71.32,3.82,369.49,26,2,6,5,2,7,9,136,2,3,0,0,2,1,0
2yk1,17.33,0.43,163.24,12,1,2,1,1,2,2,64,0,1,1,1,1,0,1
